run_id,system,transform_size,config,unroll_factor,latency_cycles,interval_cycles,pipeline_type,lut,ff,dsp,bram_18k,uram,timing_estimate_ns,timing_budget_ns,hls_wall_s,csim_pass,cmodel_validation_pass,cmodel_max_abs_error,ignored_directives,run_by,report_paths,notes
hpfft-derived_n128_UF8_csynth,"HP-FFT (derived size, see README)",128,UF8,8,197,43,dataflow,117746,129724,327,0,0,2.433,2.43,105,True,True,4.446e-06,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x7; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x2; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x6; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x4; HLS 214-358 index-bit-extension x5; SYN 201-303 memory-assignment-not-applied x122; perf-target-missed R_Pair_loop_R_Group_loop: target 8 achieved 24,previous_agent,hpfft/reports/hpfft-derived_n128_UF8_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft-derived_n128_no_StagePipeline_csynth,"HP-FFT (derived size, see README)",128,no_StagePipeline,,2129,2130,no,3368,3945,24,0,0,2.342,2.43,40,True,,,HLS 200-960 cannot-flatten-loop x1,previous_agent,hpfft/reports/hpfft-derived_n128_no_StagePipeline_csynth,
hpfft-derived_n128_original_C_style_csynth,"HP-FFT (derived size, see README)",128,original_C_style,,8496,8497,no,19853,18453,206,0,0,2.604,2.43,40,True,,,HLS 200-871 estimated-clock-exceeds-target x1; HLS 200-880 II-violation(memory-dependence) x14; HLS 200-885 II-violation x4; HLS 200-960 cannot-flatten-loop x1; HLS 214-358 index-bit-extension x1,previous_agent,hpfft/reports/hpfft-derived_n128_original_C_style_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft_n256_UF1_csynth,HP-FFT,256,UF1,1,1291,147,dataflow,23217,26249,72,40,0,2.642,2.43,47,True,True,1.329e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x8; HLS 200-805 internal-stream-default-depth x1; HLS 200-871 estimated-clock-exceeds-target x7; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x10; HLS 214-114 non-canonical-dataflow-region x3,previous_agent,hpfft/reports/hpfft_n256_UF1_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft_n256_UF1_s_csynth,HP-FFT,256,"UF1 (seeded rerun, this agent)",1,1291,147,dataflow,23217,26249,72,40,0,2.642,2.43,62,True,True,5.372e-06,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x8; HLS 200-805 internal-stream-default-depth x1; HLS 200-871 estimated-clock-exceeds-target x7; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x10; HLS 214-114 non-canonical-dataflow-region x3,this_agent,hpfft/reports/hpfft_n256_UF1_s_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft_n256_UF16_csynth,HP-FFT,256,UF16,16,240,60,dataflow,269798,293511,789,0,0,2.613,2.43,227,True,True,1.329e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x7; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x4; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x7; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x4; HLS 214-358 index-bit-extension x5; RTGEN 206-101 rtgen-warning x1; SYN 201-303 memory-assignment-not-applied x326; perf-target-missed R_Pair_loop_R_Group_loop: target 8 achieved 40,previous_agent,hpfft/reports/hpfft_n256_UF16_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft_n256_UF1_nt33_csynth,HP-FFT,256,UF1 (control run: 33 transforms fed),1,1291,147,dataflow,23217,26249,72,40,0,2.642,2.43,96,True,True,1.329e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x8; HLS 200-805 internal-stream-default-depth x1; HLS 200-871 estimated-clock-exceeds-target x7; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x10; HLS 214-114 non-canonical-dataflow-region x3,previous_agent,hpfft/reports/hpfft_n256_UF1_nt33_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft_n256_UF2_csynth,HP-FFT,256,UF2,2,650,84,dataflow,45632,48101,144,0,0,2.322,2.43,55,True,True,1.329e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x9; HLS 200-805 internal-stream-default-depth x2; HLS 207-5573 performance-pragma-ignored(not-in-loop) x5; HLS 214-111 static-in-dataflow-treated-local x9; HLS 214-114 non-canonical-dataflow-region x3; HLS 214-358 index-bit-extension x3; SYN 201-303 memory-assignment-not-applied x13,previous_agent,hpfft/reports/hpfft_n256_UF2_csynth,
hpfft_n256_UF2_s_csynth,HP-FFT,256,"UF2 (seeded rerun, this agent)",2,650,84,dataflow,45632,48101,144,0,0,2.322,2.43,76,True,True,5.372e-06,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x9; HLS 200-805 internal-stream-default-depth x2; HLS 207-5573 performance-pragma-ignored(not-in-loop) x5; HLS 214-111 static-in-dataflow-treated-local x9; HLS 214-114 non-canonical-dataflow-region x3; HLS 214-358 index-bit-extension x3; SYN 201-303 memory-assignment-not-applied x13,this_agent,hpfft/reports/hpfft_n256_UF2_s_csynth,
hpfft_n256_UF32_csynth,HP-FFT,256,UF32,32,197,55,dataflow,532643,549730,1515,0,0,2.809,2.43,777,True,,,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x7; HLS 200-805 internal-stream-default-depth x2; HLS 200-871 estimated-clock-exceeds-target x1; HLS 200-885 II-violation x6; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x7; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x4; HLS 214-358 index-bit-extension x5; RTGEN 206-101 rtgen-warning x144; SYN 201-303 memory-assignment-not-applied x793; perf-target-missed R_Pair_loop_R_Group_loop: target 4 achieved 36,previous_agent,hpfft/reports/hpfft_n256_UF32_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft_n256_UF4_csynth,HP-FFT,256,UF4,4,423,424,dataflow,92237,85651,258,0,0,2.368,2.43,75,True,True,1.329e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x6; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x3; HLS 200-960 cannot-flatten-loop x1; HLS 207-5573 performance-pragma-ignored(not-in-loop) x6; HLS 214-111 static-in-dataflow-treated-local x7; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x1; HLS 214-358 index-bit-extension x3; SYN 201-303 memory-assignment-not-applied x44,previous_agent,hpfft/reports/hpfft_n256_UF4_csynth,
hpfft_n256_UF4_s_csynth,HP-FFT,256,"UF4 (seeded rerun, this agent)",4,423,424,dataflow,92237,85651,258,0,0,2.368,2.43,73,True,True,5.372e-06,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x6; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x3; HLS 200-960 cannot-flatten-loop x1; HLS 207-5573 performance-pragma-ignored(not-in-loop) x6; HLS 214-111 static-in-dataflow-treated-local x7; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x1; HLS 214-358 index-bit-extension x3; SYN 201-303 memory-assignment-not-applied x44,this_agent,hpfft/reports/hpfft_n256_UF4_s_csynth,
hpfft_n256_UF8_csynth,HP-FFT,256,UF8,8,321,67,dataflow,143535,165953,423,0,0,2.433,2.43,118,True,True,1.329e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x7; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x2; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x7; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x4; HLS 214-358 index-bit-extension x5; SYN 201-303 memory-assignment-not-applied x127; perf-target-missed R_Pair_loop_R_Group_loop: target 16 achieved 48,previous_agent,hpfft/reports/hpfft_n256_UF8_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft_n256_no_StagePipeline_csynth,HP-FFT,256,no_StagePipeline,,3172,3173,no,5359,7551,48,4,0,2.396,2.43,35,True,True,1.329e-05,HLS 200-960 cannot-flatten-loop x1,previous_agent,hpfft/reports/hpfft_n256_no_StagePipeline_csynth,
hpfft_n256_original_C_style_csynth,HP-FFT,256,original_C_style,,19753,19754,no,19632,18220,206,4,0,2.604,2.43,40,True,True,1.329e-05,HLS 200-871 estimated-clock-exceeds-target x1; HLS 200-880 II-violation(memory-dependence) x14; HLS 200-885 II-violation x4; HLS 200-960 cannot-flatten-loop x1; HLS 214-358 index-bit-extension x1,previous_agent,hpfft/reports/hpfft_n256_original_C_style_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft-derived_n512_UF1_csynth,"HP-FFT (derived size, see README)",512,UF1,1,2718,275,dataflow,28854,30159,84,44,0,2.642,2.43,51,True,True,1.764e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x8; HLS 200-805 internal-stream-default-depth x1; HLS 200-871 estimated-clock-exceeds-target x8; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x11; HLS 214-114 non-canonical-dataflow-region x3,previous_agent,hpfft/reports/hpfft-derived_n512_UF1_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft-derived_n512_UF1_s_csynth,"HP-FFT (derived size, see README)",512,"UF1 (seeded rerun, this agent)",1,2718,275,dataflow,28854,30159,84,44,0,2.642,2.43,64,True,True,7.994e-06,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x8; HLS 200-805 internal-stream-default-depth x1; HLS 200-871 estimated-clock-exceeds-target x8; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x11; HLS 214-114 non-canonical-dataflow-region x3,this_agent,hpfft/reports/hpfft-derived_n512_UF1_s_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft-derived_n512_UF16_csynth,"HP-FFT (derived size, see README)",512,UF16,16,388,100,dataflow,314080,364932,981,0,0,2.613,2.43,321,True,,,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x7; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x4; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x8; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x4; HLS 214-358 index-bit-extension x5; RTGEN 206-101 rtgen-warning x1; SYN 201-303 memory-assignment-not-applied x337; perf-target-missed R_Pair_loop_R_Group_loop: target 16 achieved 80,previous_agent,hpfft/reports/hpfft-derived_n512_UF16_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft-derived_n512_UF2_csynth,"HP-FFT (derived size, see README)",512,UF2,2,1309,148,dataflow,51885,52429,168,64,0,2.611,2.43,59,True,True,1.764e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x9; HLS 200-805 internal-stream-default-depth x2; HLS 200-871 estimated-clock-exceeds-target x5; HLS 207-5573 performance-pragma-ignored(not-in-loop) x5; HLS 214-111 static-in-dataflow-treated-local x10; HLS 214-114 non-canonical-dataflow-region x3; HLS 214-358 index-bit-extension x3; SYN 201-303 memory-assignment-not-applied x14,previous_agent,hpfft/reports/hpfft-derived_n512_UF2_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft-derived_n512_UF32_csynth,"HP-FFT (derived size, see README)",512,UF32,32,297,91,dataflow,619588,666615,1899,0,0,2.433,2.43,794,True,,,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x7; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x6; HLS 207-5573 performance-pragma-ignored(not-in-loop) x4; HLS 214-111 static-in-dataflow-treated-local x8; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x4; HLS 214-358 index-bit-extension x5; RTGEN 206-101 rtgen-warning x146; SYN 201-303 memory-assignment-not-applied x818; perf-target-missed R_Pair_loop_R_Group_loop: target 8 achieved 72,previous_agent,hpfft/reports/hpfft-derived_n512_UF32_csynth,HLS timing estimate exceeds the budget (HLS 200-871); synthesis continued
hpfft-derived_n512_UF4_csynth,"HP-FFT (derived size, see README)",512,UF4,4,734,272,dataflow,111342,97760,306,0,0,2.368,2.43,91,True,True,1.764e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x6; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x5; HLS 207-5573 performance-pragma-ignored(not-in-loop) x6; HLS 214-111 static-in-dataflow-treated-local x8; HLS 214-114 non-canonical-dataflow-region x2; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x1; HLS 214-358 index-bit-extension x3; SYN 201-303 memory-assignment-not-applied x46,previous_agent,hpfft/reports/hpfft-derived_n512_UF4_csynth,
hpfft-derived_n512_UF8_csynth,"HP-FFT (derived size, see README)",512,UF8,8,510,115,dataflow,181928,179656,519,0,0,2.322,2.43,174,True,True,1.764e-05,HLS 200-471 dataflow-form-issues x1; HLS 200-656 possible-deadlock(auto-rewind-in-dataflow) x9; HLS 200-805 internal-stream-default-depth x2; HLS 200-885 II-violation x2; HLS 207-5573 performance-pragma-ignored(not-in-loop) x5; HLS 214-111 static-in-dataflow-treated-local x10; HLS 214-114 non-canonical-dataflow-region x3; HLS 214-189 pipeline-directive-removed(loop-fully-unrolled) x1; HLS 214-358 index-bit-extension x5; RTGEN 206-101 rtgen-warning x19; SYN 201-303 memory-assignment-not-applied x132; perf-target-missed R_Pair_loop_R_Group_loop: target 32 achieved 96,previous_agent,hpfft/reports/hpfft-derived_n512_UF8_csynth,
hpfft-derived_n512_no_StagePipeline_csynth,"HP-FFT (derived size, see README)",512,no_StagePipeline,,6999,7000,no,3058,3788,24,7,0,2.396,2.43,45,True,,,HLS 200-960 cannot-flatten-loop x1,previous_agent,hpfft/reports/hpfft-derived_n512_no_StagePipeline_csynth,
